Category,Sub-Category,Product ID,Product Name,Price
Furniture,Bookcases,FUR-BO-3894,"Dania Corner Shelving, Mobile",146.94
Furniture,Bookcases,FUR-BO-3895,"Dania Corner Shelving, Pine",133.1789744
Furniture,Bookcases,FUR-BO-3896,"Dania Corner Shelving, Traditional",147.607037
Furniture,Bookcases,FUR-BO-3897,"Dania Floating Shelf Set, Metal",229.06
Furniture,Bookcases,FUR-BO-3898,"Dania Floating Shelf Set, Mobile",206.82
Furniture,Bookcases,FUR-BO-3899,"Dania Floating Shelf Set, Pine",193.48
Furniture,Bookcases,FUR-BO-3900,"Dania Floating Shelf Set, Traditional",210.86
Furniture,Bookcases,FUR-BO-3901,"Dania Library with Doors, Metal",441.197037
Furniture,Bookcases,FUR-BO-3902,"Dania Library with Doors, Mobile",495.4533333
Furniture,Bookcases,FUR-BO-3903,"Dania Library with Doors, Pine",500.9633333
Furniture,Bookcases,FUR-BO-3904,"Dania Library with Doors, Traditional",465.175
Furniture,Bookcases,FUR-BO-3905,"Dania Stackable Bookrack, Mobile",152.4
Furniture,Bookcases,FUR-BO-3906,"Dania Stackable Bookrack, Pine",170.9988889
Furniture,Bookcases,FUR-BO-3907,"Dania Stackable Bookrack, Traditional",144.14
Furniture,Bookcases,FUR-BO-3978,DMI Eclipse Executive Suite Bookcases,677.5329412
Furniture,Bookcases,FUR-BO-4391,"Global Adaptabilites Bookcase, Cherry/Storm Gray Finish",516.19
Furniture,Bookcases,FUR-BO-4621,Hon 4-Shelf Metal Bookcases,127.6733333
Furniture,Bookcases,FUR-BO-4666,"Hon Metal Bookcases, Black",83.39911765
Furniture,Bookcases,FUR-BO-4667,"Hon Metal Bookcases, Gray",75.67555556
Furniture,Bookcases,FUR-BO-4668,"Hon Metal Bookcases, Putty",83.3175
Furniture,Bookcases,FUR-BO-4844,"Ikea 3-Shelf Cabinet, Metal",179.2387097
Furniture,Bookcases,FUR-BO-4845,"Ikea 3-Shelf Cabinet, Mobile",185.02
Furniture,Bookcases,FUR-BO-4846,"Ikea 3-Shelf Cabinet, Pine",179.805873
Furniture,Bookcases,FUR-BO-4847,"Ikea 3-Shelf Cabinet, Traditional",166.3122222
Furniture,Bookcases,FUR-BO-4848,"Ikea Classic Bookcase, Metal",552.58
Furniture,Bookcases,FUR-BO-4849,"Ikea Classic Bookcase, Mobile",491.64
Furniture,Bookcases,FUR-BO-4850,"Ikea Classic Bookcase, Pine",484.655
Furniture,Bookcases,FUR-BO-4851,"Ikea Classic Bookcase, Traditional",542.05
Furniture,Bookcases,FUR-BO-4852,"Ikea Corner Shelving, Metal",163.0825
Furniture,Bookcases,FUR-BO-4853,"Ikea Corner Shelving, Mobile",168.83
Furniture,Bookcases,FUR-BO-4854,"Ikea Corner Shelving, Pine",165.195
Furniture,Bookcases,FUR-BO-4855,"Ikea Corner Shelving, Traditional",144.365
Furniture,Bookcases,FUR-BO-4856,"Ikea Floating Shelf Set, Metal",196.34
Furniture,Bookcases,FUR-BO-4857,"Ikea Floating Shelf Set, Mobile",189.4044444
Furniture,Bookcases,FUR-BO-4858,"Ikea Floating Shelf Set, Pine",192.3963492
Furniture,Bookcases,FUR-BO-4859,"Ikea Floating Shelf Set, Traditional",194.9431746
Furniture,Bookcases,FUR-BO-4860,"Ikea Library with Doors, Metal",417.776
Furniture,Bookcases,FUR-BO-4861,"Ikea Library with Doors, Mobile",433.61
Furniture,Bookcases,FUR-BO-4862,"Ikea Library with Doors, Pine",501.76
Furniture,Bookcases,FUR-BO-4863,"Ikea Library with Doors, Traditional",497.98
Furniture,Bookcases,FUR-BO-4864,"Ikea Stackable Bookrack, Metal",155.6125
Furniture,Bookcases,FUR-BO-4865,"Ikea Stackable Bookrack, Mobile",142.125
Furniture,Bookcases,FUR-BO-4866,"Ikea Stackable Bookrack, Pine",163.45
Furniture,Bookcases,FUR-BO-4867,"Ikea Stackable Bookrack, Traditional",157.32
Furniture,Bookcases,FUR-BO-5519,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,217.3757143
Furniture,Bookcases,FUR-BO-5520,O'Sullivan 2-Shelf Heavy-Duty Bookcases,65.78
Furniture,Bookcases,FUR-BO-5521,O'Sullivan 3-Shelf Heavy-Duty Bookcases,68.64
Furniture,Bookcases,FUR-BO-5522,O'Sullivan 4-Shelf Bookcase in Odessa Pine,146.14
Furniture,Bookcases,FUR-BO-5523,O'Sullivan 5-Shelf Heavy-Duty Bookcases,93.005
Furniture,Bookcases,FUR-BO-5524,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,155.6407143
Furniture,Bookcases,FUR-BO-5525,O'Sullivan Cherrywood Estates Traditional Bookcase,96.85
Furniture,Bookcases,FUR-BO-5526,"O'Sullivan Elevations Bookcase, Cherry Finish",150.7442857
Furniture,Bookcases,FUR-BO-5527,O'Sullivan Living Dimensions 2-Shelf Bookcases,153.99
Furniture,Bookcases,FUR-BO-5528,O'Sullivan Living Dimensions 3-Shelf Bookcases,220.8242857
Furniture,Bookcases,FUR-BO-5529,O'Sullivan Living Dimensions 5-Shelf Bookcases,251.5625
Furniture,Bookcases,FUR-BO-5530,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,201.5
Furniture,Bookcases,FUR-BO-5531,O'Sullivan Plantations 2-Door Library in Landvery Oak,249.3966667
Furniture,Bookcases,FUR-BO-5685,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",1053.465294
Furniture,Bookcases,FUR-BO-5742,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",195.56
Furniture,Bookcases,FUR-BO-5743,Rush Hierlooms Collection Rich Wood Bookcases,179.2005882
Furniture,Bookcases,FUR-BO-5745,"Safco 3-Shelf Cabinet, Metal",191.72
Furniture,Bookcases,FUR-BO-5746,"Safco 3-Shelf Cabinet, Mobile",197.4155556
Furniture,Bookcases,FUR-BO-5747,"Safco 3-Shelf Cabinet, Pine",202.7594444
Furniture,Bookcases,FUR-BO-5748,"Safco 3-Shelf Cabinet, Traditional",210.8577778
Furniture,Bookcases,FUR-BO-5760,"Safco Classic Bookcase, Metal",586.2211111
Furniture,Bookcases,FUR-BO-5761,"Safco Classic Bookcase, Mobile",526.22
Furniture,Bookcases,FUR-BO-5762,"Safco Classic Bookcase, Pine",564.954
Furniture,Bookcases,FUR-BO-5763,"Safco Classic Bookcase, Traditional",530.58
Furniture,Bookcases,FUR-BO-5768,"Safco Corner Shelving, Metal",175.825
Furniture,Bookcases,FUR-BO-5769,"Safco Corner Shelving, Mobile",186.9244444
Furniture,Bookcases,FUR-BO-5770,"Safco Corner Shelving, Pine",166.8896296
Furniture,Bookcases,FUR-BO-5771,"Safco Corner Shelving, Traditional",188.75
Furniture,Bookcases,FUR-BO-5777,"Safco Floating Shelf Set, Metal",260.7962963
Furniture,Bookcases,FUR-BO-5778,"Safco Floating Shelf Set, Mobile",255.776
Furniture,Bookcases,FUR-BO-5779,"Safco Floating Shelf Set, Pine",237.765
Furniture,Bookcases,FUR-BO-5780,"Safco Floating Shelf Set, Traditional",244.9025
Furniture,Bookcases,FUR-BO-5785,"Safco Library with Doors, Metal",483.3
Furniture,Bookcases,FUR-BO-5786,"Safco Library with Doors, Mobile",473.9933333
Furniture,Bookcases,FUR-BO-5787,"Safco Library with Doors, Pine",512.7011111
Furniture,Bookcases,FUR-BO-5788,"Safco Library with Doors, Traditional",459.8566667
Furniture,Bookcases,FUR-BO-5797,"Safco Stackable Bookrack, Mobile",190.63
Furniture,Bookcases,FUR-BO-5798,"Safco Stackable Bookrack, Pine",223.7766667
Furniture,Bookcases,FUR-BO-5799,"Safco Stackable Bookrack, Traditional",196.06
Furniture,Bookcases,FUR-BO-5809,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",86.456
Furniture,Bookcases,FUR-BO-5810,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",75.72705882
Furniture,Bookcases,FUR-BO-5940,"Sauder 3-Shelf Cabinet, Metal",226.166455
Furniture,Bookcases,FUR-BO-5941,"Sauder 3-Shelf Cabinet, Mobile",221.2
Furniture,Bookcases,FUR-BO-5942,"Sauder 3-Shelf Cabinet, Pine",202.468
Furniture,Bookcases,FUR-BO-5943,"Sauder 3-Shelf Cabinet, Traditional",214.62
Furniture,Bookcases,FUR-BO-5944,Sauder Barrister Bookcases,88.53514706
Furniture,Bookcases,FUR-BO-5945,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",129.7682353
Furniture,Bookcases,FUR-BO-5946,"Sauder Camden County Collection Libraries, Planked Cherry Finish",160.72375
Furniture,Bookcases,FUR-BO-5947,Sauder Camden County Collection Library,123.2878431
Furniture,Bookcases,FUR-BO-5948,"Sauder Classic Bookcase, Metal",564.26
Furniture,Bookcases,FUR-BO-5949,"Sauder Classic Bookcase, Mobile",576.465
Furniture,Bookcases,FUR-BO-5950,"Sauder Classic Bookcase, Pine",563.75
Furniture,Bookcases,FUR-BO-5951,"Sauder Classic Bookcase, Traditional",545.0825926
Furniture,Bookcases,FUR-BO-5952,"Sauder Corner Shelving, Metal",171.96
Furniture,Bookcases,FUR-BO-5953,"Sauder Corner Shelving, Mobile",191.75
Furniture,Bookcases,FUR-BO-5954,"Sauder Corner Shelving, Pine",177.5424731
Furniture,Bookcases,FUR-BO-5955,"Sauder Corner Shelving, Traditional",197.86
Furniture,Bookcases,FUR-BO-5956,Sauder Cornerstone Collection Library,36.46
Furniture,Bookcases,FUR-BO-5957,"Sauder Facets Collection Library, Sky Alder Finish",203.1211765
Furniture,Bookcases,FUR-BO-5959,"Sauder Floating Shelf Set, Metal",232.77
Furniture,Bookcases,FUR-BO-5960,"Sauder Floating Shelf Set, Mobile",254.1325
Furniture,Bookcases,FUR-BO-5961,"Sauder Floating Shelf Set, Pine",246.91
Furniture,Bookcases,FUR-BO-5962,"Sauder Floating Shelf Set, Traditional",267.6466667
Furniture,Bookcases,FUR-BO-5963,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",173.03
Furniture,Bookcases,FUR-BO-5964,"Sauder Forest Hills Library, Woodland Oak Finish",178.956
Furniture,Bookcases,FUR-BO-5965,Sauder Inglewood Library Bookcases,219.1371429
Furniture,Bookcases,FUR-BO-5966,"Sauder Library with Doors, Metal",462.215
Furniture,Bookcases,FUR-BO-5967,"Sauder Library with Doors, Mobile",462.98
Furniture,Bookcases,FUR-BO-5968,"Sauder Library with Doors, Pine",432.946
Furniture,Bookcases,FUR-BO-5969,"Sauder Library with Doors, Traditional",462.3966667
Furniture,Bookcases,FUR-BO-5970,"Sauder Mission Library with Doors, Fruitwood Finish",152.2741176
Furniture,Bookcases,FUR-BO-5971,"Sauder Stackable Bookrack, Mobile",212.6
Furniture,Bookcases,FUR-BO-5972,"Sauder Stackable Bookrack, Pine",217.0925
Furniture,Bookcases,FUR-BO-5973,"Sauder Stackable Bookrack, Traditional",183.48
Furniture,Chairs,FUR-CH-3433,Bevis Steel Folding Chairs,111.0975
Furniture,Chairs,FUR-CH-3977,DMI Arturo Collection Mission-style Design Wood Chair,192.23625
Furniture,Chairs,FUR-CH-4393,"Global Airflow Leather Mesh Back Chair, Black",176.3171429
Furniture,Chairs,FUR-CH-4394,"Global Armless Task Chair, Royal Blue",70.805
Furniture,Chairs,FUR-CH-4395,Global Chrome Stack Chair,41.68357143
Furniture,Chairs,FUR-CH-4396,Global Comet Stacking Arm Chair,479.1671429
Furniture,Chairs,FUR-CH-4397,Global Comet Stacking Armless Chair,366.2125
Furniture,Chairs,FUR-CH-4398,Global Commerce Series High-Back Swivel/Tilt Chairs,333.6609524
Furniture,Chairs,FUR-CH-4399,Global Commerce Series Low-Back Swivel/Tilt Chairs,326.6628571
Furniture,Chairs,FUR-CH-4400,Global Deluxe High-Back Manager's Chair,315.91125
Furniture,Chairs,FUR-CH-4401,Global Deluxe High-Back Office Chair in Storm,172.82125
Furniture,Chairs,FUR-CH-4402,Global Deluxe Office Fabric Chairs,132.3425
Furniture,Chairs,FUR-CH-4403,"Global Deluxe Stacking Chair, Gray",64.62166667
Furniture,Chairs,FUR-CH-4404,Global Deluxe Steno Chair,92.89428571
Furniture,Chairs,FUR-CH-4405,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,322.655
Furniture,Chairs,FUR-CH-4406,Global Enterprise Series Seating Low-Back Swivel/Tilt Chairs,292.655
Furniture,Chairs,FUR-CH-4407,Global Ergonomic Managers Chair,213.405
Furniture,Chairs,FUR-CH-4408,Global Executive Mid-Back Manager's Chair,337.532381
Furniture,Chairs,FUR-CH-4409,"Global Fabric Manager's Chair, Dark Gray",133.095625
Furniture,Chairs,FUR-CH-4410,"Global Geo Office Task Chair, Gray",90.0596875
Furniture,Chairs,FUR-CH-4411,Global Highback Leather Tilter in Burgundy,103.78
Furniture,Chairs,FUR-CH-4412,"Global High-Back Leather Tilter, Burgundy",145.4940816
Furniture,Chairs,FUR-CH-4413,Global Italian Leather Office Chair,168.6657143
Furniture,Chairs,FUR-CH-4414,"Global Leather & Oak Executive Chair, Burgundy",176.365
Furniture,Chairs,FUR-CH-4415,"Global Leather and Oak Executive Chair, Black",348.614375
Furniture,Chairs,FUR-CH-4416,Global Leather Executive Chair,421.5344444
Furniture,Chairs,FUR-CH-4417,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",239.7466667
Furniture,Chairs,FUR-CH-4418,"Global Leather Task Chair, Black",134.4941667
Furniture,Chairs,FUR-CH-4419,Global Low Back Tilter Chair,125.0855556
Furniture,Chairs,FUR-CH-4420,"Global Manager's Adjustable Task Chair, Storm",193.705
Furniture,Chairs,FUR-CH-4421,"Global Push Button Manager's Chair, Indigo",74.8025
Furniture,Chairs,FUR-CH-4422,"Global Stack Chair with Arms, Black",34.58357143
Furniture,Chairs,FUR-CH-4423,"Global Stack Chair without Arms, Black",36.92693878
Furniture,Chairs,FUR-CH-4424,Global Super Steno Chair,112.383125
Furniture,Chairs,FUR-CH-4425,"Global Task Chair, Black",59.07125
Furniture,Chairs,FUR-CH-4426,Global Troy Executive Leather Low-Back Tilter,653.98
Furniture,Chairs,FUR-CH-4427,"Global Value Mid-Back Manager's Chair, Gray",70.96
Furniture,Chairs,FUR-CH-4428,"Global Value Steno Chair, Gray",70.40333333
Furniture,Chairs,FUR-CH-4429,"Global Wood Trimmed Manager's Task Chair, Khaki",120.1525
Furniture,Chairs,FUR-CH-4489,GuestStacker Chair with Chrome Finish Legs,484.26
Furniture,Chairs,FUR-CH-4517,Harbour Creations 67200 Series Stacking Chairs,89.51
Furniture,Chairs,FUR-CH-4518,"Harbour Creations Bag Chairs, Adjustable",84.53592593
Furniture,Chairs,FUR-CH-4519,"Harbour Creations Bag Chairs, Black",71.06671233
Furniture,Chairs,FUR-CH-4520,"Harbour Creations Bag Chairs, Red",81.785
Furniture,Chairs,FUR-CH-4521,"Harbour Creations Bag Chairs, Set of Two",83.09
Furniture,Chairs,FUR-CH-4522,"Harbour Creations Chairmat, Adjustable",104.87
Furniture,Chairs,FUR-CH-4523,"Harbour Creations Chairmat, Black",92.43666667
Furniture,Chairs,FUR-CH-4524,"Harbour Creations Chairmat, Red",90.555
Furniture,Chairs,FUR-CH-4525,"Harbour Creations Chairmat, Set of Two",87.25
Furniture,Chairs,FUR-CH-4530,"Harbour Creations Executive Leather Armchair, Adjustable",593.0533333
Furniture,Chairs,FUR-CH-4531,"Harbour Creations Executive Leather Armchair, Black",604.2433333
Furniture,Chairs,FUR-CH-4532,"Harbour Creations Executive Leather Armchair, Red",660.2044444
Furniture,Chairs,FUR-CH-4544,"Harbour Creations Rocking Chair, Adjustable",200.5244444
Furniture,Chairs,FUR-CH-4545,"Harbour Creations Rocking Chair, Black",201.862
Furniture,Chairs,FUR-CH-4546,"Harbour Creations Rocking Chair, Red",170.4393151
Furniture,Chairs,FUR-CH-4547,"Harbour Creations Rocking Chair, Set of Two",194.4
Furniture,Chairs,FUR-CH-4556,Harbour Creations Steel Folding Chair,112.5208333
Furniture,Chairs,FUR-CH-4557,"Harbour Creations Steel Folding Chair, Adjustable",132.59
Furniture,Chairs,FUR-CH-4558,"Harbour Creations Steel Folding Chair, Black",138.785
Furniture,Chairs,FUR-CH-4559,"Harbour Creations Steel Folding Chair, Red",129.3
Furniture,Chairs,FUR-CH-4560,"Harbour Creations Steel Folding Chair, Set of Two",121.056
Furniture,Chairs,FUR-CH-4561,"Harbour Creations Swivel Stool, Adjustable",223.4233333
Furniture,Chairs,FUR-CH-4562,"Harbour Creations Swivel Stool, Black",217.315
Furniture,Chairs,FUR-CH-4563,"Harbour Creations Swivel Stool, Red",222.757037
Furniture,Chairs,FUR-CH-4564,"Harbour Creations Swivel Stool, Set of Two",257.02
Furniture,Chairs,FUR-CH-4602,High-Back Leather Manager's Chair,168.67125
Furniture,Chairs,FUR-CH-4613,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,367.5820833
Furniture,Chairs,FUR-CH-4618,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,354.876
Furniture,Chairs,FUR-CH-4619,Hon 4070 Series Pagoda Round Back Stacking Chairs,379.7038095
Furniture,Chairs,FUR-CH-4620,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,427.97375
Furniture,Chairs,FUR-CH-4623,HON 5400 Series Task Chairs for Big and Tall,898.2428571
Furniture,Chairs,FUR-CH-4626,"Hon Bag Chairs, Adjustable",54.46666667
Furniture,Chairs,FUR-CH-4627,"Hon Bag Chairs, Black",63.285
Furniture,Chairs,FUR-CH-4628,"Hon Bag Chairs, Red",56.34
Furniture,Chairs,FUR-CH-4629,"Hon Bag Chairs, Set of Two",59.74
Furniture,Chairs,FUR-CH-4630,"Hon Chairmat, Adjustable",73.31
Furniture,Chairs,FUR-CH-4631,"Hon Chairmat, Black",63.22
Furniture,Chairs,FUR-CH-4632,"Hon Chairmat, Red",81.19
Furniture,Chairs,FUR-CH-4633,"Hon Chairmat, Set of Two",68.68
Furniture,Chairs,FUR-CH-4641,Hon Comfortask Task/Swivel Chairs,129.6577778
Furniture,Chairs,FUR-CH-4649,Hon Deluxe Fabric Upholstered Stacking Chairs,268.877619
Furniture,Chairs,FUR-CH-4650,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",318.8675
Furniture,Chairs,FUR-CH-4651,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",262.9466667
Furniture,Chairs,FUR-CH-4652,Hon Every-Day Chair Series Swivel Task Chairs,132.7609524
Furniture,Chairs,FUR-CH-4653,Hon Every-Day Series Multi-Task Chairs,226.3475
Furniture,Chairs,FUR-CH-4654,"Hon Executive Leather Armchair, Adjustable",601.95
Furniture,Chairs,FUR-CH-4655,"Hon Executive Leather Armchair, Black",676.1
Furniture,Chairs,FUR-CH-4656,"Hon Executive Leather Armchair, Red",568.47
Furniture,Chairs,FUR-CH-4661,Hon GuestStacker Chair,283.4585714
Furniture,Chairs,FUR-CH-4669,Hon Mobius Operator's Chair,134.28
Furniture,Chairs,FUR-CH-4670,Hon Multipurpose Stacking Arm Chairs,261.5785714
Furniture,Chairs,FUR-CH-4672,Hon Olson Stacker Chairs,289.4032323
Furniture,Chairs,FUR-CH-4673,Hon Olson Stacker Stools,169.56
Furniture,Chairs,FUR-CH-4674,Hon Pagoda Stacking Chairs,396.0675
Furniture,Chairs,FUR-CH-4681,"Hon Rocking Chair, Adjustable",164.15
Furniture,Chairs,FUR-CH-4682,"Hon Rocking Chair, Black",158.54
Furniture,Chairs,FUR-CH-4683,"Hon Rocking Chair, Red",163.4533333
Furniture,Chairs,FUR-CH-4684,"Hon Rocking Chair, Set of Two",185.165
Furniture,Chairs,FUR-CH-4697,"Hon Steel Folding Chair, Adjustable",102.6744444
Furniture,Chairs,FUR-CH-4698,"Hon Steel Folding Chair, Black",106.8166667
Furniture,Chairs,FUR-CH-4699,"Hon Steel Folding Chair, Red",101.9116667
Furniture,Chairs,FUR-CH-4700,"Hon Steel Folding Chair, Set of Two",110.1628571
Furniture,Chairs,FUR-CH-4701,"Hon Swivel Stool, Adjustable",202.0132877
Furniture,Chairs,FUR-CH-4702,"Hon Swivel Stool, Black",204.605
Furniture,Chairs,FUR-CH-4703,"Hon Swivel Stool, Red",195.8375
Furniture,Chairs,FUR-CH-4704,"Hon Swivel Stool, Set of Two",238.4388889
Furniture,Chairs,FUR-CH-4709,Hon Valutask Swivel Chairs,126.7175
Furniture,Chairs,FUR-CH-4840,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",64.455
Furniture,Chairs,FUR-CH-5048,"Leather Task Chair, Black",113.38
Furniture,Chairs,FUR-CH-5090,"Lifetime Advantage Folding Chairs, 4/Carton",283.175
Furniture,Chairs,FUR-CH-5230,"Metal Folding Chairs, Beige, 4/Carton",43.51
Furniture,Chairs,FUR-CH-5366,"Novimex Bag Chairs, Adjustable",62.57333333
Furniture,Chairs,FUR-CH-5367,"Novimex Bag Chairs, Black",54.39428571
Furniture,Chairs,FUR-CH-5368,"Novimex Bag Chairs, Red",63.1075
Furniture,Chairs,FUR-CH-5369,"Novimex Bag Chairs, Set of Two",57.19888889
Furniture,Chairs,FUR-CH-5370,"Novimex Chairmat, Adjustable",73.61
Furniture,Chairs,FUR-CH-5371,"Novimex Chairmat, Black",65.3175
Furniture,Chairs,FUR-CH-5372,"Novimex Chairmat, Red",65.00666667
Furniture,Chairs,FUR-CH-5373,"Novimex Chairmat, Set of Two",75.92111111
Furniture,Chairs,FUR-CH-5378,"Novimex Executive Leather Armchair, Adjustable",679.2125
Furniture,Chairs,FUR-CH-5379,"Novimex Executive Leather Armchair, Black",584.8952055
Furniture,Chairs,FUR-CH-5380,"Novimex Executive Leather Armchair, Red",574.854
Furniture,Chairs,FUR-CH-5381,Novimex Fabric Task Chair,80.605
Furniture,Chairs,FUR-CH-5386,Novimex High-Tech Fabric Mesh Task Chair,86.2378125
Furniture,Chairs,FUR-CH-5394,"Novimex Rocking Chair, Adjustable",158.445
Furniture,Chairs,FUR-CH-5395,"Novimex Rocking Chair, Black",152.9666667
Furniture,Chairs,FUR-CH-5396,"Novimex Rocking Chair, Red",156.3766667
Furniture,Chairs,FUR-CH-5397,"Novimex Rocking Chair, Set of Two",170.027032
Furniture,Chairs,FUR-CH-5406,"Novimex Steel Folding Chair, Adjustable",114.3718519
Furniture,Chairs,FUR-CH-5407,"Novimex Steel Folding Chair, Black",111.9925926
Furniture,Chairs,FUR-CH-5408,"Novimex Steel Folding Chair, Red",103.2966667
Furniture,Chairs,FUR-CH-5409,"Novimex Steel Folding Chair, Set of Two",98.275
Furniture,Chairs,FUR-CH-5410,Novimex Swivel Fabric Task Chair,183.855
Furniture,Chairs,FUR-CH-5411,"Novimex Swivel Stool, Adjustable",219.4
Furniture,Chairs,FUR-CH-5412,"Novimex Swivel Stool, Black",206.88625
Furniture,Chairs,FUR-CH-5413,"Novimex Swivel Stool, Red",193.73
Furniture,Chairs,FUR-CH-5414,"Novimex Swivel Stool, Set of Two",209.97
Furniture,Chairs,FUR-CH-5415,Novimex Turbo Task Chair,85.58444444
